SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon Dec 07 11:51:37 CET 2020
User: kruno
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: HR4C252
Integration Time (usec): 100000 (HR4C252)
Spectra Averaged: 25 (HR4C252)
Boxcar Smoothing: 0 (HR4C252)
Correct for Electrical Dark: No (HR4C252)
Strobe/Lamp Enabled: No (HR4C252)
Correct for Detector Non-linearity: No (HR4C252)
Correct for Stray Light: No (HR4C252)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
195.26	0.000
195.53	0.000
195.80	0.000
196.07	-0.000
196.34	-0.000
196.61	0.000
196.88	0.000
197.15	-0.000
197.42	-0.000
197.70	-0.000
197.97	0.000
198.24	0.000
198.51	0.000
198.78	0.000
199.05	0.000
199.32	-0.000
199.59	0.000
199.86	0.000
200.13	0.000
200.40	0.000
200.67	0.000
200.94	0.000
201.21	0.000
201.48	0.000
201.74	0.000
202.01	0.000
202.28	0.000
202.55	0.000
202.82	0.000
203.09	0.000
203.36	0.000
203.63	0.000
203.90	0.000
204.17	0.000
204.44	0.000
204.71	0.000
204.98	0.000
205.25	0.000
205.52	0.000
205.79	0.000
206.06	0.000
206.33	0.000
206.60	0.000
206.87	0.000
207.14	0.000
207.41	0.000
207.68	0.000
207.95	0.000
208.22	0.000
208.49	0.000
208.76	0.000
209.03	0.000
209.30	0.000
209.57	0.000
209.84	0.000
210.11	0.000
210.38	0.000
210.65	0.000
210.92	0.000
211.19	0.000
211.46	0.000
211.73	0.000
212.00	0.000
212.27	0.000
212.54	0.000
212.80	0.000
213.07	0.000
213.34	0.000
213.61	0.000
213.88	0.000
214.15	0.000
214.42	0.000
214.69	0.000
214.96	0.000
215.23	0.000
215.50	0.000
215.77	0.000
216.04	0.000
216.31	0.000
216.58	0.000
216.85	0.000
217.12	0.000
217.39	0.000
217.66	0.000
217.93	0.000
218.19	0.000
218.46	0.000
218.73	0.000
219.00	0.000
219.27	0.000
219.54	0.000
219.81	0.000
220.08	0.000
220.35	0.000
220.62	0.000
220.89	0.000
221.16	0.000
221.43	0.000
221.70	0.000
221.97	0.000
222.23	0.000
222.50	0.000
222.77	0.000
223.04	0.000
223.31	0.000
223.58	0.000
223.85	0.000
224.12	0.000
224.39	0.000
224.66	0.000
224.93	0.000
225.20	0.000
225.46	0.000
225.73	0.000
226.00	0.000
226.27	0.000
226.54	0.000
226.81	0.000
227.08	0.000
227.35	0.000
227.62	0.000
227.89	0.000
228.16	0.000
228.43	0.000
228.69	0.000
228.96	0.000
229.23	0.000
229.50	0.000
229.77	0.000
230.04	0.000
230.31	0.000
230.58	0.000
230.85	0.000
231.12	0.000
231.38	0.000
231.65	0.000
231.92	0.000
232.19	0.000
232.46	0.000
232.73	0.000
233.00	0.000
233.27	0.000
233.54	0.000
233.80	0.000
234.07	0.000
234.34	0.000
234.61	0.000
234.88	0.000
235.15	0.000
235.42	0.000
235.69	0.000
235.96	0.000
236.22	0.000
236.49	0.000
236.76	0.000
237.03	0.000
237.30	0.000
237.57	0.000
237.84	0.000
238.11	0.000
238.37	0.000
238.64	0.000
238.91	0.000
239.18	0.000
239.45	0.000
239.72	0.000
239.99	0.000
240.26	0.000
240.52	0.000
240.79	0.000
241.06	0.000
241.33	0.000
241.60	0.000
241.87	0.000
242.14	0.000
242.40	0.000
242.67	0.000
242.94	0.000
243.21	0.000
243.48	0.000
243.75	0.000
244.02	0.000
244.28	0.000
244.55	0.000
244.82	0.000
245.09	0.000
245.36	0.000
245.63	0.000
245.90	0.000
246.16	0.000
246.43	0.000
246.70	0.000
246.97	0.000
247.24	0.000
247.51	0.000
247.77	0.000
248.04	0.000
248.31	0.000
248.58	0.000
248.85	0.000
249.12	0.000
249.39	0.000
249.65	0.000
249.92	0.000
250.19	-4.127
250.46	5.790
250.73	-3.983
251.00	-8.942
251.26	-6.444
251.53	-27.172
251.80	-3.260
252.07	20.884
252.34	9.557
252.61	13.710
252.87	1.090
253.14	-0.405
253.41	-1.331
253.68	-14.992
253.95	-23.482
254.21	-18.017
254.48	-17.345
254.75	0.432
255.02	5.550
255.29	-22.079
255.56	-13.840
255.82	10.229
256.09	-1.381
256.36	2.360
256.63	-11.021
256.90	-41.912
257.16	-14.071
257.43	-19.172
257.70	-15.760
257.97	9.575
258.24	-1.019
258.50	2.810
258.77	16.193
259.04	-4.822
259.31	-3.825
259.58	-0.895
259.85	3.932
260.11	-1.207
260.38	3.988
260.65	-0.270
260.92	3.819
261.19	0.086
261.45	6.238
261.72	4.422
261.99	3.123
262.26	10.196
262.53	1.519
262.79	-5.686
263.06	-6.527
263.33	0.940
263.60	2.565
263.86	-5.259
264.13	0.479
264.40	0.095
264.67	0.710
264.94	3.224
265.20	1.109
265.47	-0.847
265.74	-3.211
266.01	-0.770
266.28	2.515
266.54	2.896
266.81	-1.784
267.08	0.204
267.35	-0.371
267.61	-0.822
267.88	-1.085
268.15	-0.092
268.42	0.119
268.69	2.299
268.95	1.570
269.22	4.021
269.49	3.414
269.76	0.842
270.02	-1.911
270.29	0.599
270.56	0.936
270.83	1.057
271.09	2.814
271.36	3.261
271.63	4.286
271.90	1.478
272.17	2.072
272.43	1.387
272.70	3.317
272.97	0.618
273.24	1.017
273.50	0.298
273.77	0.125
274.04	-2.174
274.31	0.631
274.57	1.407
274.84	0.484
275.11	-0.274
275.38	1.133
275.64	0.944
275.91	0.262
276.18	2.974
276.45	0.575
276.71	0.046
276.98	0.224
277.25	2.354
277.52	2.643
277.78	2.211
278.05	-0.312
278.32	-0.132
278.59	0.285
278.85	0.883
279.12	1.012
279.39	0.537
279.66	-1.344
279.92	-1.169
280.19	1.867
280.46	0.805
280.73	-0.430
280.99	-0.609
281.26	1.276
281.53	2.183
281.79	3.065
282.06	1.026
282.33	1.094
282.60	2.688
282.86	2.184
283.13	1.002
283.40	2.055
283.67	2.134
283.93	2.437
284.20	1.953
284.47	0.941
284.73	3.284
285.00	2.482
285.27	1.661
285.54	1.195
285.80	0.499
286.07	1.538
286.34	2.144
286.60	1.767
286.87	0.998
287.14	0.060
287.41	-0.864
287.67	-0.322
287.94	-0.330
288.21	1.655
288.47	0.439
288.74	1.705
289.01	0.411
289.28	0.723
289.54	-0.352
289.81	1.665
290.08	0.298
290.34	0.950
290.61	0.513
290.88	1.343
291.15	-0.528
291.41	2.287
291.68	1.495
291.95	1.666
292.21	2.590
292.48	0.076
292.75	-0.237
293.01	0.453
293.28	1.143
293.55	2.075
293.81	1.177
294.08	1.274
294.35	1.324
294.62	2.766
294.88	1.206
295.15	2.266
295.42	2.814
295.68	0.363
295.95	0.781
296.22	-0.690
296.48	2.086
296.75	1.958
297.02	2.388
297.28	1.346
297.55	1.221
297.82	0.862
298.08	3.092
298.35	1.272
298.62	2.659
298.88	0.750
299.15	1.265
299.42	0.941
299.69	1.014
299.95	-0.717
300.22	0.896
300.49	-0.014
300.75	1.762
301.02	1.767
301.29	2.031
301.55	1.486
301.82	-0.735
302.09	0.059
302.35	0.586
302.62	0.547
302.89	0.531
303.15	0.744
303.42	-0.071
303.69	1.926
303.95	2.452
304.22	1.566
304.48	2.333
304.75	2.570
305.02	2.038
305.28	1.137
305.55	0.782
305.82	0.612
306.08	0.362
306.35	1.241
306.62	2.147
306.88	1.687
307.15	1.869
307.42	3.213
307.68	2.490
307.95	3.321
308.22	2.162
308.48	0.303
308.75	1.232
309.02	0.634
309.28	2.928
309.55	0.952
309.81	1.965
310.08	1.479
310.35	1.120
310.61	1.040
310.88	1.316
311.15	0.812
311.41	1.752
311.68	1.914
