SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon Dec 07 11:31:28 CET 2020
User: kruno
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: HR4C252
Integration Time (usec): 5000 (HR4C252)
Spectra Averaged: 250 (HR4C252)
Boxcar Smoothing: 0 (HR4C252)
Correct for Electrical Dark: No (HR4C252)
Strobe/Lamp Enabled: No (HR4C252)
Correct for Detector Non-linearity: No (HR4C252)
Correct for Stray Light: No (HR4C252)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
195.26	604.688
195.53	604.688
195.80	604.688
196.07	-678.824
196.34	-1014.400
196.61	-1614.563
196.88	-515.957
197.15	-234.191
197.42	-352.488
197.70	-543.542
197.97	-472.695
198.24	-466.782
198.51	-5570.370
198.78	-1168.852
199.05	2306.849
199.32	-405.369
199.59	-596.774
199.86	-186.127
200.13	-12.930
200.40	12.228
200.67	5.140
200.94	8.741
201.21	9.809
201.48	9.249
201.74	-3.259
202.01	1.132
202.28	4.291
202.55	4.628
202.82	6.948
203.09	11.231
203.36	11.123
203.63	7.769
203.90	1.780
204.17	5.613
204.44	11.716
204.71	2.448
204.98	-7.510
205.25	-5.448
205.52	-3.989
205.79	-2.146
206.06	-0.060
206.33	-0.942
206.60	5.997
206.87	12.507
207.14	13.593
207.41	-0.395
207.68	-1.259
207.95	3.413
208.22	3.450
208.49	0.270
208.76	3.600
209.03	0.508
209.30	-4.026
209.57	3.403
209.84	0.915
210.11	-5.564
210.38	-1.459
210.65	-3.186
210.92	7.961
211.19	3.011
211.46	-0.344
211.73	-5.442
212.00	-4.262
212.27	3.159
212.54	5.561
212.80	1.757
213.07	2.555
213.34	4.078
213.61	5.176
213.88	1.976
214.15	-5.255
214.42	0.062
214.69	10.933
214.96	4.893
215.23	-1.686
215.50	-4.194
215.77	-4.751
216.04	-1.693
216.31	-1.693
216.58	6.206
216.85	12.590
217.12	5.624
217.39	5.245
217.66	3.617
217.93	7.161
218.19	8.643
218.46	-0.581
218.73	10.296
219.00	16.255
219.27	7.891
219.54	0.415
219.81	6.844
220.08	4.964
220.35	16.388
220.62	3.123
220.89	-0.792
221.16	7.024
221.43	8.906
221.70	3.002
221.97	-0.126
222.23	2.498
222.50	0.628
222.77	1.751
223.04	15.413
223.31	27.439
223.58	13.625
223.85	9.861
224.12	12.390
224.39	1.901
224.66	-3.676
224.93	3.475
225.20	1.339
225.46	-9.411
225.73	7.042
226.00	1.442
226.27	-2.067
226.54	3.040
226.81	11.023
227.08	12.541
227.35	11.480
227.62	7.793
227.89	4.437
228.16	0.581
228.43	3.826
228.69	7.890
228.96	0.800
229.23	0.584
229.50	4.163
229.77	4.693
230.04	10.568
230.31	5.499
230.58	7.233
230.85	2.823
231.12	3.454
231.38	3.548
231.65	9.378
231.92	8.802
232.19	5.484
232.46	1.695
232.73	6.446
233.00	4.316
233.27	-1.288
233.54	-5.707
233.80	2.971
234.07	4.059
234.34	2.859
234.61	7.777
234.88	0.547
235.15	-0.750
235.42	2.124
235.69	5.422
235.96	3.062
236.22	8.942
236.49	4.287
236.76	1.840
237.03	8.021
237.30	-1.757
237.57	3.139
237.84	0.593
238.11	-4.068
238.37	-0.729
238.64	5.455
238.91	8.009
239.18	8.859
239.45	14.339
239.72	6.543
239.99	7.780
240.26	7.009
240.52	1.735
240.79	11.415
241.06	1.904
241.33	0.305
241.60	10.518
241.87	10.522
242.14	5.050
242.40	14.341
242.67	11.359
242.94	3.284
243.21	-0.970
243.48	4.015
243.75	7.274
244.02	1.326
244.28	1.151
244.55	6.803
244.82	3.994
245.09	3.813
245.36	5.417
245.63	10.350
245.90	7.854
246.16	9.326
246.43	10.899
246.70	13.354
246.97	9.376
247.24	3.223
247.51	6.173
247.77	8.651
248.04	4.053
248.31	3.593
248.58	8.027
248.85	6.014
249.12	5.279
249.39	-0.084
249.65	5.231
249.92	1.750
250.19	2.753
250.46	3.352
250.73	4.135
251.00	10.315
251.26	6.319
251.53	3.082
251.80	6.944
252.07	6.170
252.34	2.194
252.61	3.829
252.87	4.608
253.14	-3.092
253.41	4.747
253.68	5.973
253.95	2.481
254.21	2.090
254.48	4.079
254.75	5.129
255.02	2.224
255.29	1.501
255.56	2.745
255.82	3.208
256.09	0.369
256.36	4.543
256.63	3.023
256.90	1.705
257.16	4.125
257.43	4.330
257.70	2.500
257.97	1.021
258.24	1.937
258.50	2.584
258.77	0.996
259.04	0.774
259.31	0.723
259.58	0.510
259.85	0.668
260.11	0.826
260.38	0.967
260.65	0.420
260.92	0.342
261.19	0.722
261.45	0.336
261.72	0.304
261.99	0.386
262.26	0.638
262.53	0.233
262.79	0.100
263.06	0.126
263.33	0.302
263.60	0.341
263.86	0.607
264.13	0.404
264.40	0.194
264.67	0.095
264.94	0.199
265.20	0.301
265.47	0.072
265.74	0.165
266.01	0.280
266.28	0.238
266.54	0.234
266.81	0.264
267.08	0.254
267.35	0.140
267.61	0.216
267.88	0.243
268.15	0.262
268.42	0.340
268.69	0.053
268.95	0.094
269.22	0.010
269.49	-0.121
269.76	0.091
270.02	0.067
270.29	0.084
270.56	0.188
270.83	0.201
271.09	0.217
271.36	0.180
271.63	0.159
271.90	0.249
272.17	0.168
272.43	0.248
272.70	0.169
272.97	0.183
273.24	0.110
273.50	-0.007
273.77	0.061
274.04	0.003
274.31	0.143
274.57	0.133
274.84	0.146
275.11	0.280
275.38	0.169
275.64	0.204
275.91	0.140
276.18	0.107
276.45	0.204
276.71	0.197
276.98	0.216
277.25	0.133
277.52	0.084
277.78	0.051
278.05	0.091
278.32	0.137
278.59	0.129
278.85	0.165
279.12	0.201
279.39	0.126
279.66	0.099
279.92	0.186
280.19	0.186
280.46	0.140
280.73	0.167
280.99	0.057
281.26	0.207
281.53	0.230
281.79	0.209
282.06	0.185
282.33	0.190
282.60	0.161
